id,property_id,unit_id,business_name,primary_contact,email,phone,industry,annual_revenue,employee_count,lease_start_date,move_in_reason
67f200c3b7d243688dc67c2b2a351365,9164dfaac26a42ba9fb9414be36bf5a6,f1676aff936141f8ab892117435a5a9a,"Zuniga, Mccoy and Thomas",Karen Jones,timothy02@cruz-guerra.com,(516)280-6894x193,General Business,<1M,217,2022-12-24,Relocation
a75998f0058d42d8ab8d25256cccf910,c88dd3666f3d417f9c6e7299b4359c4a,2f4fc06c4f114882b1c96b2c74cbc15a,Elliott-Sanchez,Jason Johnson,wesley06@boyle-freeman.info,001-357-308-2449,General Business,25M+,358,2022-08-11,Relocation
d841bed973ed48d19b74282e037d8372,7c8dbadfd7d44f66b61786948da5d93c,ed1610c96b39478f99f98ae04d449549,Gilbert and Sons,Brett Adkins,gregoryprice@hunter.com,+1-279-944-9276x0515,General Business,25M+,229,2022-12-30,Relocation
23f70c104c984be2ae24df19439290fb,bfdf52f322614929a559831754a6a0bd,65ff8f40e63e40d4adb0970bb80f68a2,"Smith, Bright and Andrews",Miguel King,barbermatthew@stewart.com,913.901.0171x663,General Business,5M–25M,364,2024-01-18,Relocation
591f14af9ed149f9a1b4ce94c3d7af27,978f43530e9a49f59d18f0b3e80d9d3e,b52fda63a3df446986876dccac247226,"Leon, Kaufman and Dixon",Michael Rivers,robinsonannette@jackson.org,305.345.2614,General Business,<1M,88,2021-09-12,Relocation
03835c25f0c54298936c028cd9117740,b97bc4b3e84b453293be41745241428c,d682501eae544c53bff7c78bc46aa93b,Juarez-Nunez,Brian Weiss,floresangela@bond-walter.biz,+1-447-463-4733x1375,General Business,1M–5M,65,2022-05-23,Expansion
5d8b25ba47b74811a7afb5777b649784,588aa380f2f1408e8f0052cc8359db6a,fd4698e398f3455994eec805a253c79c,Cox Ltd,Heather Miller,scottmatthews@todd.com,630-248-5726,General Business,<1M,114,2023-09-06,Expansion
8e5e9b00f3094338bd95cedd7abc673e,d500a7d4dfe348a5967536b751413848,1da22ec2479e4cfdbaffcf04089ad0a3,"George, Sullivan and Cantrell",Edward Mitchell,danielgarcia@young.biz,001-701-830-4162x1176,General Business,5M–25M,235,2020-10-16,Relocation
0f6003e28dcd41929cb05e69af039d2e,5641ca040cab4387a9fdd2c589e015fe,89aaa288259e49f8a3be02bec8ab6534,White-Young,Jonathan Macias,nancy52@edwards.com,+1-324-862-3628x91073,General Business,1M–5M,397,2023-02-15,Relocation
99d291eed11046d1acce84e279926234,59d0649ef6af480ba73e51931026f91a,9862cf71c5134aa5b039d1166b4ca066,Townsend-Henderson,Crystal Winters,sarah17@carr-morrison.com,+1-291-253-6444x2206,General Business,5M–25M,277,2021-05-09,Expansion
43d4607e332e4cf2867dd26670dfe935,e4bfb64644b34bd393676fa553889a7c,94a4a6c871324fb3be8d1073329f4b87,"Wise, Davis and Phillips",Brendan Cameron,earl60@green-rice.info,397.530.7372x30410,General Business,5M–25M,253,2024-11-06,Relocation
3e5c158cd3914b38b5e79028f4bdf7de,1145fb96d176487bae5b66341f3dcad0,832249ab2db24101b774bfac1e9c9996,Valentine-Aguirre,Mrs. Phyllis Rodriguez,mnichols@cantu.com,001-495-820-7116x7790,General Business,1M–5M,108,2023-09-21,Expansion
60e9abd370254fdfb14378cd665678d0,4cb96a530cbe485f91208b2de04a7b7e,1aad7eb397f84a6c8ed7a99f310757f1,Vasquez-Wright,Michael Wallace,walkerdouglas@johnson.com,(886)896-9898,General Business,25M+,315,2021-03-15,Relocation
6952d04a69614256a0e261f088d1be92,a1dda407127a44b1830597dfdd968247,dbab84de47df48c7bad14e7c6c3a91ac,Smith-Wood,James Cuevas,davidwolf@burns.com,582-454-7435,General Business,5M–25M,446,2021-10-22,Relocation
c4b70c734f824e1aab863ac8db2ec29c,96c381c9c6fc43818ecd8998cffe1e69,e36700ee72464e41815efe94915b7882,Jones-Villarreal,Shawn Evans,kellyandrew@brown-york.com,476-889-9555x778,General Business,1M–5M,363,2021-07-06,Relocation
4e455be4f50d4991a14304de26c8f4c6,3af38e3e4d284c679150f022d5492d13,e410c3d4f54a42afa37c8d02c81d8397,Mckay-Ryan,Leslie Short,nataliekane@aguilar.biz,484.289.8336,General Business,1M–5M,112,2023-07-16,Expansion
a1019ea4c6ce41209eebc9a7ec42b455,bcac430d9cd546748185e8cd8c8b4f17,027149cbe1b940fd931c76ea823aff11,Jones PLC,John Harvey,khurst@barnes-carr.com,(875)436-9893,General Business,25M+,138,2023-08-09,Relocation
f2d8dfe6502147c499221c9e08935c22,978f43530e9a49f59d18f0b3e80d9d3e,1a0c82684b0046f8a3343e794a8d533f,Perkins Inc,Stefanie Becker,smithmorgan@davis-pacheco.net,868.714.4752,General Business,5M–25M,391,2025-04-17,Relocation
c30a9c33ee514405a29b55fab48e2334,8eaf97fd607b4d379f6c9d3d558277db,589099c2a8cd483fa1ca7660bb215332,"Wilkinson, Miller and Rivera",Shane Hamilton,tanyaroberts@nixon.com,+1-874-735-1439x1713,General Business,5M–25M,203,2022-07-15,Expansion
512f03856de048f3ba7967ad5450f88b,48ea270c23004adab1faf52df9e8db90,ad21059a775944f098f22c456f9bc93a,Coleman LLC,Shelley Koch,elizabethcastillo@phillips.com,638-907-7990,General Business,5M–25M,310,2023-09-09,Expansion
ba29eb19fe294c428e6b2f7e94a57e83,588aa380f2f1408e8f0052cc8359db6a,8ff8b8216b7449bf90cf3abe84537159,"Miller, Thomas and Phillips",Tracy Poole,cynthiawhite@lee.com,(579)778-1623,General Business,1M–5M,455,2022-09-01,Expansion
0cbd4dff33714e278a4031162b39dba8,48638f08c08d428da29a13ec19675099,59664db293b84d27a4d15725d9dda0ef,Howell-Burke,Michelle Briggs,warnerrobin@wallace-montoya.com,(733)470-4688x591,General Business,25M+,63,2021-06-09,Relocation
aa86cbef962242b8b4866076ad3d2d7f,9164dfaac26a42ba9fb9414be36bf5a6,501b132334284de7bc535af3029ab5d2,Oconnell Inc,Jennifer Maddox,ashleyfleming@white.biz,539-653-0181x5661,General Business,25M+,461,2022-11-04,Expansion
020ebf8db5da447cab5808992fef4376,123e037dc29242f28bd26d0cee1cef67,ee21ad36f9084171ad5cc9ea6084f6c2,"Myers, Morrison and Parrish",Keith Williams,megan62@robinson-hamilton.com,840-413-1909x524,General Business,<1M,208,2023-10-25,Relocation
6a3b54b31e7046f59a5fcc79e4908624,b97bc4b3e84b453293be41745241428c,5e66ebcf45684a5b87ab3eb9a9825590,Friedman Group,Cody Williams,julieramsey@jarvis.com,341.831.6539x91757,General Business,25M+,443,2024-02-03,Relocation
fd7c3f880b164020a717f0cd3f230422,5f29dde4e3d04681b0593e9bbbbdc95d,4312e20002e543ecb15a6a2392ee4f39,"Mclaughlin, Andersen and Lopez",Donna Navarro,deborahreid@luna.com,9029220469,General Business,1M–5M,212,2024-11-12,Expansion
1f6d593bb53749529d2a93b77541553e,588aa380f2f1408e8f0052cc8359db6a,698c9bd66dc84b6dac53da1ae1f3b49f,Walls Group,Jacqueline Rogers,donnawatson@brown.com,316-532-5752x75530,General Business,25M+,398,2025-04-26,Relocation
ef81d183e86a4933a973e063f16f24d4,b28b91e8e77c44948f9cb83988dff789,c4ede919f1ef4dbcb988ea4550e61c9f,Ochoa Ltd,Robert Marshall,zlewis@lane.com,+1-978-805-2065x12740,General Business,1M–5M,443,2025-04-12,Expansion
3ca0dcb551c64ea5979812d6528c3712,8eaf97fd607b4d379f6c9d3d558277db,269ab7401f4a4853a5db6407d493fe84,"Todd, Young and Long",Laura Jones,chase88@robles.com,994-896-9682,General Business,<1M,475,2023-12-29,Expansion
e773e80b9fff41b0a95fed39620a1a6f,c88dd3666f3d417f9c6e7299b4359c4a,10e59a7f06a941bfbbe6709595041c85,Lindsey-Hale,Deborah Jackson,robertsapril@buchanan.com,(441)884-1723,General Business,5M–25M,134,2024-05-08,Expansion
fa243fc932b14590b0bfd21aae461373,103bda99e77743f1b0a2c541085bad99,24186e61a17a41998cadb8a9a63e5826,Hamilton-Johnson,Jessica Sanchez,michelle32@miller.com,(824)746-8136x3075,General Business,1M–5M,227,2025-03-05,Relocation
b3ea5968af0c4c459cd4358e4f705296,8eaf97fd607b4d379f6c9d3d558277db,a6a03f1f80164b32b0d01ab90395bebd,Nolan-Wright,Melissa Figueroa,reedmichael@woods.info,(436)813-3463,General Business,5M–25M,150,2023-03-21,Relocation
